
2021-01-15T21:36:44.162912,1,ecg,collected
2021-01-15T21:36:44.163766,1,ecg,sent
2021-01-15T21:36:45.158149,2,ecg,collected
2021-01-15T21:36:45.158323,2,ecg,sent
2021-01-15T21:36:46.158279,3,ecg,collected
2021-01-15T21:36:46.158598,3,ecg,sent
2021-01-15T21:36:47.158938,4,ecg,collected
2021-01-15T21:36:47.159253,4,ecg,sent
2021-01-15T21:36:48.158793,5,ecg,collected
2021-01-15T21:36:48.159104,5,ecg,sent
2021-01-15T21:36:49.158283,6,ecg,collected
2021-01-15T21:36:49.158703,6,ecg,sent
2021-01-15T21:36:50.157936,7,ecg,collected
2021-01-15T21:36:50.158262,7,ecg,sent
2021-01-15T21:36:51.157522,8,ecg,collected
2021-01-15T21:36:51.157907,8,ecg,sent
2021-01-15T21:36:52.156397,9,ecg,collected
2021-01-15T21:36:52.157952,9,ecg,sent
2021-01-15T21:36:53.156711,10,ecg,collected
2021-01-15T21:36:53.157847,10,ecg,sent
2021-01-15T21:36:54.158232,11,ecg,collected
2021-01-15T21:36:54.158568,11,ecg,sent
2021-01-15T21:36:55.156658,12,ecg,collected
2021-01-15T21:36:55.156801,12,ecg,sent
2021-01-15T21:36:56.157546,13,ecg,collected
2021-01-15T21:36:56.157904,13,ecg,sent
2021-01-15T21:36:57.158575,14,ecg,collected
2021-01-15T21:36:57.158869,14,ecg,sent
2021-01-15T21:36:58.156259,15,ecg,collected
2021-01-15T21:36:58.156422,15,ecg,sent
2021-01-15T21:36:59.158737,16,ecg,collected
2021-01-15T21:36:59.159117,16,ecg,sent
2021-01-15T21:37:00.156353,17,ecg,collected
2021-01-15T21:37:00.156500,17,ecg,sent
2021-01-15T21:37:01.157975,18,ecg,collected
2021-01-15T21:37:01.158352,18,ecg,sent
2021-01-15T21:37:02.157539,19,ecg,collected
2021-01-15T21:37:02.158017,19,ecg,sent
2021-01-15T21:37:03.156349,20,ecg,collected
2021-01-15T21:37:03.156480,20,ecg,sent
2021-01-15T21:37:04.156465,21,ecg,collected
2021-01-15T21:37:04.156622,21,ecg,sent
2021-01-15T21:37:05.156113,22,ecg,collected
2021-01-15T21:37:05.156251,22,ecg,sent
