
2021-01-17T01:39:52.971314,0,ecg,on,1
2021-01-17T01:39:53.974750,2,ecg,collected,1
2021-01-17T01:39:54.169933,2,ecg,processed,1
2021-01-17T01:39:54.975368,3,ecg,collected,1
2021-01-17T01:39:55.170327,3,ecg,processed,1
2021-01-17T01:39:55.974987,4,ecg,collected,1
2021-01-17T01:39:56.170749,4,ecg,processed,1
2021-01-17T01:39:56.975582,5,ecg,collected,1
2021-01-17T01:39:57.171112,5,ecg,processed,1
2021-01-17T01:39:57.975365,6,ecg,collected,1
2021-01-17T01:39:58.171672,6,ecg,processed,1
2021-01-17T01:39:58.975072,7,ecg,collected,1
2021-01-17T01:39:59.172083,7,ecg,processed,1
2021-01-17T01:39:59.975486,8,ecg,collected,1
2021-01-17T01:40:00.172434,8,ecg,processed,1
2021-01-17T01:40:00.975457,9,ecg,collected,1
2021-01-17T01:40:01.172863,9,ecg,processed,1
2021-01-17T01:40:01.975734,10,ecg,collected,1
2021-01-17T01:40:02.173298,10,ecg,processed,1
2021-01-17T01:40:02.975676,11,ecg,collected,1
2021-01-17T01:40:03.173731,11,ecg,processed,1
2021-01-17T01:40:03.974944,12,ecg,collected,1
2021-01-17T01:40:04.174146,12,ecg,processed,1
2021-01-17T01:40:04.976225,13,ecg,collected,1
2021-01-17T01:40:05.174602,13,ecg,processed,1
2021-01-17T01:40:05.975318,14,ecg,collected,1
2021-01-17T01:40:06.174967,14,ecg,processed,1
2021-01-17T01:40:06.975344,15,ecg,collected,1
2021-01-17T01:40:07.175401,15,ecg,processed,1
2021-01-17T01:40:07.975030,16,ecg,collected,1
2021-01-17T01:40:08.176026,16,ecg,processed,1
2021-01-17T01:40:08.974553,17,ecg,collected,1
2021-01-17T01:40:08.976443,17,ecg,processed,1
2021-01-17T01:40:09.975033,18,ecg,collected,1
2021-01-17T01:40:09.976858,18,ecg,processed,1
2021-01-17T01:40:10.975150,19,ecg,collected,1
2021-01-17T01:40:10.977281,19,ecg,processed,1
2021-01-17T01:40:11.974566,20,ecg,collected,1
2021-01-17T01:40:11.977614,20,ecg,processed,1
