
<<<<<<< HEAD
2021-01-16T03:55:25.517122,1,thermometer,collected
2021-01-16T03:55:25.518519,1,thermometer,sent
2021-01-16T03:55:26.506625,2,thermometer,collected
2021-01-16T03:55:26.507035,2,thermometer,sent
2021-01-16T03:55:27.505559,3,thermometer,collected
2021-01-16T03:55:27.505967,3,thermometer,sent
2021-01-16T03:55:28.506464,4,thermometer,collected
2021-01-16T03:55:28.507088,4,thermometer,sent
2021-01-16T03:55:29.506038,5,thermometer,collected
2021-01-16T03:55:29.506394,5,thermometer,sent
2021-01-16T03:55:30.506217,6,thermometer,collected
2021-01-16T03:55:30.506597,6,thermometer,sent
2021-01-16T03:55:31.504238,7,thermometer,collected
2021-01-16T03:55:31.504395,7,thermometer,sent
2021-01-16T03:55:32.506177,8,thermometer,collected
2021-01-16T03:55:32.506656,8,thermometer,sent
2021-01-16T03:55:33.505652,9,thermometer,collected
2021-01-16T03:55:33.506117,9,thermometer,sent
2021-01-16T03:55:34.505663,10,thermometer,collected
2021-01-16T03:55:34.506050,10,thermometer,sent
2021-01-16T03:55:35.505539,11,thermometer,collected
2021-01-16T03:55:35.505910,11,thermometer,sent
2021-01-16T03:55:36.507284,12,thermometer,collected
2021-01-16T03:55:36.507604,12,thermometer,sent
2021-01-16T03:55:37.506899,13,thermometer,collected
2021-01-16T03:55:37.507325,13,thermometer,sent
2021-01-16T03:55:38.506256,14,thermometer,collected
2021-01-16T03:55:38.506600,14,thermometer,sent
2021-01-16T03:55:39.505168,15,thermometer,collected
2021-01-16T03:55:39.505606,15,thermometer,sent
2021-01-16T03:55:40.505815,16,thermometer,collected
2021-01-16T03:55:40.506182,16,thermometer,sent
2021-01-16T03:55:41.506441,17,thermometer,collected
2021-01-16T03:55:41.506792,17,thermometer,sent
2021-01-16T03:55:42.505907,18,thermometer,collected
2021-01-16T03:55:42.506252,18,thermometer,sent
2021-01-16T03:55:43.506304,19,thermometer,collected
2021-01-16T03:55:43.506658,19,thermometer,sent
2021-01-16T03:55:44.505578,20,thermometer,collected
2021-01-16T03:55:44.505929,20,thermometer,sent
2021-01-16T03:55:45.510650,21,thermometer,collected
2021-01-16T03:55:45.510809,21,thermometer,sent
2021-01-16T03:55:46.504972,22,thermometer,collected
2021-01-16T03:55:46.505135,22,thermometer,sent
2021-01-16T03:55:47.504449,23,thermometer,collected
2021-01-16T03:55:47.504635,23,thermometer,sent
2021-01-16T03:55:48.503944,24,thermometer,collected
