
2021-01-15T21:36:43.933124,0,oximeter,on,1
2021-01-15T21:36:44.958625,2,oximeter,collected,1
2021-01-15T21:36:45.156547,2,centralhub,persisted,1
2021-01-15T21:36:45.958461,3,oximeter,collected,1
2021-01-15T21:36:46.157232,3,centralhub,persisted,1
2021-01-15T21:36:46.958162,4,oximeter,collected,1
2021-01-15T21:36:47.157641,4,centralhub,persisted,1
2021-01-15T21:36:47.958464,5,oximeter,collected,1
2021-01-15T21:36:48.158133,5,centralhub,persisted,1
2021-01-15T21:36:48.958585,6,oximeter,collected,1
2021-01-15T21:36:49.158421,6,centralhub,persisted,1
2021-01-15T21:36:49.958102,7,oximeter,collected,1
2021-01-15T21:36:50.159389,7,centralhub,persisted,1
2021-01-15T21:36:50.957837,8,oximeter,collected,1
2021-01-15T21:36:51.956952,9,oximeter,collected,1
2021-01-15T21:36:51.959588,9,centralhub,persisted,1
2021-01-15T21:36:52.956322,10,oximeter,collected,1
2021-01-15T21:36:52.960082,10,centralhub,persisted,1
2021-01-15T21:36:53.957769,11,oximeter,collected,1
2021-01-15T21:36:53.960973,11,centralhub,persisted,1
2021-01-15T21:36:54.957550,12,oximeter,collected,1
2021-01-15T21:36:54.960874,12,centralhub,persisted,1
2021-01-15T21:36:55.958394,13,oximeter,collected,1
2021-01-15T21:36:55.961402,13,centralhub,persisted,1
2021-01-15T21:36:56.957641,14,oximeter,collected,1
2021-01-15T21:36:56.961787,14,centralhub,persisted,1
2021-01-15T21:36:57.956872,15,oximeter,collected,1
2021-01-15T21:36:57.961925,15,centralhub,persisted,1
2021-01-15T21:36:58.957517,16,oximeter,collected,1
2021-01-15T21:36:58.962698,16,centralhub,persisted,1
2021-01-15T21:36:59.958590,17,oximeter,collected,1
2021-01-15T21:36:59.963190,17,centralhub,persisted,1
2021-01-15T21:37:00.958319,18,oximeter,collected,1
2021-01-15T21:37:00.963352,18,centralhub,persisted,1
2021-01-15T21:37:01.956487,19,oximeter,collected,1
2021-01-15T21:37:01.963650,19,centralhub,persisted,1
2021-01-15T21:37:02.956225,20,oximeter,collected,1
2021-01-15T21:37:02.964370,20,centralhub,persisted,1
2021-01-15T21:37:03.958341,21,oximeter,collected,1
2021-01-15T21:37:03.964374,21,centralhub,persisted,1
