<<<<<<< HEAD
=======

2021-01-16T04:09:06.401351,2,oximeter,processed
2021-01-16T04:09:06.401628,2,oximeter,detected
2021-01-16T04:09:06.401968,2,oximeter,persisted
2021-01-16T04:09:06.801602,2,ecg,processed
2021-01-16T04:09:06.801822,2,ecg,detected
2021-01-16T04:09:06.802226,2,ecg,persisted
2021-01-16T04:09:07.001638,2,thermometer,processed
2021-01-16T04:09:07.001866,2,thermometer,detected
2021-01-16T04:09:07.002305,2,thermometer,persisted
2021-01-16T04:09:07.401834,3,oximeter,processed
2021-01-16T04:09:07.402038,3,oximeter,detected
2021-01-16T04:09:07.402451,3,oximeter,persisted
2021-01-16T04:09:07.801907,3,ecg,processed
2021-01-16T04:09:07.802021,3,ecg,detected
2021-01-16T04:09:07.802258,3,ecg,persisted
2021-01-16T04:09:08.002121,3,thermometer,processed
2021-01-16T04:09:08.002386,3,thermometer,detected
2021-01-16T04:09:08.002777,3,thermometer,persisted
2021-01-16T04:09:08.402271,4,oximeter,processed
2021-01-16T04:09:08.402395,4,oximeter,detected
2021-01-16T04:09:08.402654,4,oximeter,persisted
2021-01-16T04:09:08.802599,4,ecg,processed
2021-01-16T04:09:08.802858,4,ecg,detected
2021-01-16T04:09:08.803258,4,ecg,persisted
2021-01-16T04:09:09.002711,4,thermometer,processed
2021-01-16T04:09:09.002931,4,thermometer,detected
2021-01-16T04:09:09.003379,4,thermometer,persisted
2021-01-16T04:09:09.403040,5,oximeter,processed
2021-01-16T04:09:09.403259,5,oximeter,detected
2021-01-16T04:09:09.403592,5,oximeter,persisted
2021-01-16T04:09:09.803294,5,ecg,processed
2021-01-16T04:09:09.803561,5,ecg,detected
2021-01-16T04:09:09.803898,5,ecg,persisted
2021-01-16T04:09:10.003386,5,thermometer,processed
2021-01-16T04:09:10.003614,5,thermometer,detected
2021-01-16T04:09:10.003991,5,thermometer,persisted
2021-01-16T04:09:10.403623,6,oximeter,processed
2021-01-16T04:09:10.403807,6,oximeter,detected
2021-01-16T04:09:10.404048,6,oximeter,persisted
2021-01-16T04:09:10.803710,6,ecg,processed
2021-01-16T04:09:10.803889,6,ecg,detected
2021-01-16T04:09:10.804285,6,ecg,persisted
2021-01-16T04:09:11.003913,6,thermometer,processed
2021-01-16T04:09:11.004131,6,thermometer,detected
2021-01-16T04:09:11.004548,6,thermometer,persisted
2021-01-16T04:09:11.404172,7,oximeter,processed
2021-01-16T04:09:11.404421,7,oximeter,detected
