
2021-01-15T21:41:18.290095,1,oximeter,collected
2021-01-15T21:41:18.290981,1,oximeter,sent
2021-01-15T21:41:19.276947,2,oximeter,collected
2021-01-15T21:41:19.277100,2,oximeter,sent
2021-01-15T21:41:20.279398,3,oximeter,collected
2021-01-15T21:41:20.279795,3,oximeter,sent
2021-01-15T21:41:21.279410,4,oximeter,collected
2021-01-15T21:41:21.279756,4,oximeter,sent
2021-01-15T21:41:22.278591,5,oximeter,collected
2021-01-15T21:41:22.278919,5,oximeter,sent
2021-01-15T21:41:23.279419,6,oximeter,collected
2021-01-15T21:41:23.279757,6,oximeter,sent
2021-01-15T21:41:24.278530,7,oximeter,collected
2021-01-15T21:41:24.278865,7,oximeter,sent
2021-01-15T21:41:25.278548,8,oximeter,collected
2021-01-15T21:41:25.278938,8,oximeter,sent
2021-01-15T21:41:26.278659,9,oximeter,collected
2021-01-15T21:41:26.278996,9,oximeter,sent
2021-01-15T21:41:27.278314,10,oximeter,collected
2021-01-15T21:41:27.278639,10,oximeter,sent
2021-01-15T21:41:28.279364,11,oximeter,collected
2021-01-15T21:41:28.279697,11,oximeter,sent
2021-01-15T21:41:29.278357,12,oximeter,collected
2021-01-15T21:41:29.278660,12,oximeter,sent
2021-01-15T21:41:30.278240,13,oximeter,collected
2021-01-15T21:41:30.278513,13,oximeter,sent
2021-01-15T21:41:31.279044,14,oximeter,collected
2021-01-15T21:41:31.279590,14,oximeter,sent
2021-01-15T21:41:32.278396,15,oximeter,collected
2021-01-15T21:41:32.278712,15,oximeter,sent
2021-01-15T21:41:33.278583,16,oximeter,collected
2021-01-15T21:41:33.278907,16,oximeter,sent
2021-01-15T21:41:34.278255,17,oximeter,collected
2021-01-15T21:41:34.278587,17,oximeter,sent
2021-01-15T21:41:35.278440,18,oximeter,collected
2021-01-15T21:41:35.278866,18,oximeter,sent
2021-01-15T21:41:36.278665,19,oximeter,collected
2021-01-15T21:41:36.278993,19,oximeter,sent
2021-01-15T21:41:37.278691,20,oximeter,collected
2021-01-15T21:41:37.279030,20,oximeter,sent
2021-01-15T21:41:38.278284,21,oximeter,collected
2021-01-15T21:41:38.278597,21,oximeter,sent
2021-01-15T21:41:39.279079,22,oximeter,collected
2021-01-15T21:41:39.279481,22,oximeter,sent
2021-01-15T21:41:40.278757,23,oximeter,collected
2021-01-15T21:41:40.279090,23,oximeter,sent
2021-01-15T21:41:41.278956,24,oximeter,collected
2021-01-15T21:41:41.279278,24,oximeter,sent
2021-01-15T21:41:42.278983,25,oximeter,collected
2021-01-15T21:41:42.279375,25,oximeter,sent
2021-01-15T21:41:43.278529,26,oximeter,collected
2021-01-15T21:41:43.278861,26,oximeter,sent
2021-01-15T21:41:44.279269,27,oximeter,collected
2021-01-15T21:41:44.279634,27,oximeter,sent
2021-01-15T21:41:45.278747,28,oximeter,collected
2021-01-15T21:41:45.279069,28,oximeter,sent
2021-01-15T21:41:46.278679,29,oximeter,collected
2021-01-15T21:41:46.278977,29,oximeter,sent
2021-01-15T21:41:47.277441,30,oximeter,collected
2021-01-15T21:41:47.277603,30,oximeter,sent
2021-01-15T21:41:48.278920,31,oximeter,collected
2021-01-15T21:41:48.279306,31,oximeter,sent
2021-01-15T21:41:49.278829,32,oximeter,collected
2021-01-15T21:41:50.279263,33,oximeter,collected
2021-01-15T21:41:51.279028,34,oximeter,collected
2021-01-15T21:41:51.279379,34,oximeter,sent
2021-01-15T21:41:52.279659,35,oximeter,collected
2021-01-15T21:41:52.279939,35,oximeter,sent
2021-01-15T21:41:53.280646,36,oximeter,collected
2021-01-15T21:41:54.278933,37,oximeter,collected
2021-01-15T21:41:55.279416,38,oximeter,collected
2021-01-15T21:41:55.279776,38,oximeter,sent
2021-01-15T21:41:56.279184,39,oximeter,collected
2021-01-15T21:41:57.279240,40,oximeter,collected
2021-01-15T21:41:57.279569,40,oximeter,sent
2021-01-15T21:41:58.278677,41,oximeter,collected
2021-01-15T21:41:59.279140,42,oximeter,collected
2021-01-15T21:42:00.277288,43,oximeter,collected
2021-01-15T21:42:00.277436,43,oximeter,sent
2021-01-15T21:42:01.279023,44,oximeter,collected
2021-01-15T21:42:02.279184,45,oximeter,collected
2021-01-15T21:42:02.279540,45,oximeter,sent
2021-01-15T21:42:03.279459,46,oximeter,collected
2021-01-15T21:42:04.278942,47,oximeter,collected
2021-01-15T21:42:05.279122,48,oximeter,collected
2021-01-15T21:42:06.278546,49,oximeter,collected
2021-01-15T21:42:06.278823,49,oximeter,sent
2021-01-15T21:42:07.278866,50,oximeter,collected
2021-01-15T21:42:07.279257,50,oximeter,sent
2021-01-15T21:42:08.278527,51,oximeter,collected
2021-01-15T21:42:09.279053,52,oximeter,collected
2021-01-15T21:42:09.279399,52,oximeter,sent
2021-01-15T21:42:10.279019,53,oximeter,collected
2021-01-15T21:42:10.279325,53,oximeter,sent
